EncodingTable,RecognitionTable,experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,info_repeat_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,QuestionNr,QuestionGroup,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,Jelszó*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,general_instructions_key.keys,general_instructions_key.rt,loc_instructions_1_key.keys,loc_instructions_1_key.rt,loc_instructions_2_key.keys,loc_instructions_2_key.rt,loc_instructions_2_key_2.keys,loc_instructions_2_key_2.rt,loc_instructions_recognition_3_key.keys,loc_instructions_recognition_3_key.rt,faq_key.keys,faq_key.rt,loc_instructions_practice_key.keys,loc_instructions_practice_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_trial_key.rt,loc_enc_practice.thisRepN,loc_enc_practice.thisTrialN,loc_enc_practice.thisN,loc_enc_practice.thisIndex,loc_enc_practice.ran,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,filler_task_resp.keys,filler_task_resp.corr,filler_task_resp.rt,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,loc_rec_practice.thisRepN,loc_rec_practice.thisTrialN,loc_rec_practice.thisN,loc_rec_practice.thisIndex,loc_rec_practice.ran,LOC_PRACTICE.thisRepN,LOC_PRACTICE.thisTrialN,LOC_PRACTICE.thisN,LOC_PRACTICE.thisIndex,LOC_PRACTICE.ran,end_practice_key.keys,end_practice_key.rt,obj_instructions_1_key.keys,obj_instructions_1_key.rt,obj_instructions_2_key.keys,obj_instructions_2_key.rt,obj_instructions_recognition_3_key.keys,obj_instructions_recognition_3_key.rt,faq_key_2.keys,faq_key_2.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,obj_instructions_practice_key.keys,obj_instructions_practice_key.rt,obj_enc_practice.thisRepN,obj_enc_practice.thisTrialN,obj_enc_practice.thisN,obj_enc_practice.thisIndex,obj_enc_practice.ran,obj_rec_practice.thisRepN,obj_rec_practice.thisTrialN,obj_rec_practice.thisN,obj_rec_practice.thisIndex,obj_rec_practice.ran,OBJ_PRACTICE.thisRepN,OBJ_PRACTICE.thisTrialN,OBJ_PRACTICE.thisN,OBJ_PRACTICE.thisIndex,OBJ_PRACTICE.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,Task,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,enc_full_practice.thisRepN,enc_full_practice.thisTrialN,enc_full_practice.thisN,enc_full_practice.thisIndex,enc_full_practice.ran,rec_full_practice.thisRepN,rec_full_practice.thisTrialN,rec_full_practice.thisN,rec_full_practice.thisIndex,rec_full_practice.ran,full_practce.thisRepN,full_practce.thisTrialN,full_practce.thisN,full_practce.thisIndex,full_practce.ran,start_task_key.keys,start_task_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,comprehension_questions_4.thisRepN,comprehension_questions_4.thisTrialN,comprehension_questions_4.thisN,comprehension_questions_4.thisIndex,comprehension_questions_4.ran,enc_run_end_key.keys,enc_run_end_key.rt,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,run.ran,inter_task_break_key.keys,inter_task_break_key.rt,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,enc_fx_key.rt,comprehension_questions_5.thisRepN,comprehension_questions_5.thisTrialN,comprehension_questions_5.thisN,comprehension_questions_5.thisIndex,comprehension_questions_5.ran,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.79612,,,,,,244,7000,2,5,OBJ,OLP,2,0,stimuli/fractals/106a.jpg,-0.019719439,0.073040843,stimuli/fractals/106c.jpg,stimuli/fractals/106a.jpg,stimuli/fractals/106b.jpg,-0.019719439,0.073040843,-0.287251687,0.353900916,-0.293157178,0.045101174,0.387976001,-0.36512476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.77045,,,,,,245,2000,2,5,OBJ,OLP,2,0,stimuli/fractals/157a.jpg,-0.181194141,-0.367398696,stimuli/fractals/157b.jpg,stimuli/fractals/157a.jpg,stimuli/fractals/157c.jpg,-0.181194141,-0.367398696,-0.34272498,0.132729283,-0.064849594,0.08797246,0.134424726,0.218567625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.72915,,,,,,246,1000,2,5,OBJ,OLP,1,1,stimuli/fractals/74c.jpg,-0.025376233,0.314793063,stimuli/fractals/74c.jpg,stimuli/fractals/74b.jpg,stimuli/fractals/74a.jpg,-0.025376233,0.314793063,-0.279575305,0.209818231,-0.256210901,0.232063394,0.263250748,-0.409414346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.638165,,,,,,247,8000,2,5,OBJ,OLP,1,2,stimuli/fractals/123a.jpg,-0.305249223,0.101274803,stimuli/fractals/123a.jpg,stimuli/fractals/123c.jpg,stimuli/fractals/123b.jpg,-0.305249223,0.101274803,-0.099843564,-0.240584058,0.013629063,0.21102706,0.362224814,0.10168005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.81275,,,,,,248,3000,2,5,OBJ,OLP,2,0,stimuli/fractals/74b.jpg,-0.025376233,0.314793063,stimuli/fractals/74c.jpg,stimuli/fractals/74b.jpg,stimuli/fractals/74a.jpg,-0.025376233,0.314793063,-0.279575305,0.209818231,-0.256210901,0.232063394,0.263250748,-0.409414346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.469105,,,,,,249,1000,2,5,OBJ,OLP,2,0,stimuli/fractals/6a.jpg,0.331747218,-0.407061815,stimuli/fractals/6c.jpg,stimuli/fractals/6a.jpg,stimuli/fractals/6b.jpg,0.331747218,-0.407061815,0.346966715,0.103107518,0.284659666,0.197726773,-0.308114191,-0.167728611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.51388,,,,,,250,1000,2,5,OBJ,OLP,2,0,stimuli/fractals/123c.jpg,-0.305249223,0.101274803,stimuli/fractals/123a.jpg,stimuli/fractals/123c.jpg,stimuli/fractals/123b.jpg,-0.305249223,0.101274803,-0.099843564,-0.240584058,0.013629063,0.21102706,0.362224814,0.10168005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1000,,5,OBJ,FOIL,,,stimuli/fractals/129b.jpg,0.366892701,-0.408188092,,,,,,,,,,,,d,1,1.6363,,j,2.228255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,1000,,5,OBJ,LURE,,,stimuli/fractals/13b.jpg,-0.002242494,-0.007052665,stimuli/fractals/13a.jpg,stimuli/fractals/13c.jpg,stimuli/fractals/13b.jpg,-0.002242494,-0.007052665,-0.21558343,0.366834406,0.188487909,-0.070267457,0.388205006,0.402831205,,,,,j,2.66593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,211,ERP,stimuli/fractals/13a.jpg,-0.002242494,-0.007052665,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,4000,,5,OBJ,TARGET,,,stimuli/fractals/62b.jpg,-0.232931759,-0.110766354,stimuli/fractals/62b.jpg,stimuli/fractals/62c.jpg,stimuli/fractals/62a.jpg,-0.232931759,-0.110766354,-0.26649649,-0.410776468,-0.051564254,-0.27410636,0.297829592,-0.369851568,,,,,f,3.900125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,202,OLP,stimuli/fractals/62b.jpg,-0.232931759,-0.110766354,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8000,,5,OBJ,FOIL,,,stimuli/fractals/116b.jpg,-0.306515735,0.411922004,,,,,,,,,,,,,,,,j,2.1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,6000,,5,OBJ,FOIL,,,stimuli/fractals/31c.jpg,-0.377458042,0.287958065,,,,,,,,,,,,,,,,j,1.161175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,500,,5,OBJ,LURE,,,stimuli/fractals/53b.jpg,0.300295323,-0.045328126,stimuli/fractals/53c.jpg,stimuli/fractals/53a.jpg,stimuli/fractals/53b.jpg,0.300295323,-0.045328126,0.244815291,0.299328314,0.297176708,0.352526244,-0.238096763,-0.201328205,,,,,j,0.792025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,212,ERP,stimuli/fractals/53c.jpg,0.300295323,-0.045328126,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2000,,5,OBJ,TARGET,,,stimuli/fractals/159a.jpg,-0.2951818,-0.248042768,stimuli/fractals/159a.jpg,stimuli/fractals/159c.jpg,stimuli/fractals/159b.jpg,-0.2951818,-0.248042768,-0.22401232,0.15864016,-0.116258029,-0.193861176,0.259309965,0.272294775,,,,,f,1.437465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,216,ERP,stimuli/fractals/159a.jpg,-0.2951818,-0.248042768,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,3000,,5,OBJ,FOIL,,,stimuli/fractals/11a.jpg,0.224738351,0.285103461,,,,,,,,,,,,,,,,j,2.13896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,3000,,5,OBJ,TARGET,,,stimuli/fractals/67c.jpg,-0.047600617,0.238999757,stimuli/fractals/67c.jpg,stimuli/fractals/67a.jpg,stimuli/fractals/67b.jpg,-0.047600617,0.238999757,0.20599656,0.265275856,-0.275301899,-0.208423493,-0.376041874,-0.410037792,,,,,f,1.518205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,203,OLP,stimuli/fractals/67c.jpg,-0.047600617,0.238999757,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,1000,,5,OBJ,FOIL,,,stimuli/fractals/8b.jpg,-0.322374252,-0.001104857,,,,,,,,,,,,,,,,j,1.09784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,1000,,5,OBJ,TARGET,,,stimuli/fractals/149a.jpg,-0.330473823,0.154001682,stimuli/fractals/149a.jpg,stimuli/fractals/149b.jpg,stimuli/fractals/149c.jpg,-0.330473823,0.154001682,-0.099656237,0.209813687,-0.041962959,-0.073369901,0.2419175,-0.365053204,,,,,f,1.475735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,222,ERP,stimuli/fractals/149a.jpg,-0.330473823,0.154001682,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,500,,5,OBJ,LURE,,,stimuli/fractals/39a.jpg,0.162385494,0.193174209,stimuli/fractals/39c.jpg,stimuli/fractals/39b.jpg,stimuli/fractals/39a.jpg,0.162385494,0.193174209,0.154199706,-0.40676304,0.349210311,0.302376812,-0.362072994,0.341717569,,,,,j,1.17179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,204,OLP,stimuli/fractals/39c.jpg,0.162385494,0.193174209,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,2000,,5,OBJ,FOIL,,,stimuli/fractals/71a.jpg,-0.388961872,0.304655204,,,,,,,,,,,,,,,,j,2.565435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2000,,5,OBJ,FOIL,,,stimuli/fractals/22c.jpg,-0.310342772,0.118645746,,,,,,,,,,,,,,,,j,1.02832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1000,,5,OBJ,TARGET,,,stimuli/fractals/3c.jpg,0.168709468,0.298598946,stimuli/fractals/3c.jpg,stimuli/fractals/3a.jpg,stimuli/fractals/3b.jpg,0.168709468,0.298598946,0.191596014,-0.124658333,0.256939237,0.04352786,-0.316369455,-0.207482744,,,,,f,1.7836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,205,OLP,stimuli/fractals/3c.jpg,0.168709468,0.298598946,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,1000,,5,OBJ,LURE,,,stimuli/fractals/37b.jpg,-0.379135853,-0.281827712,stimuli/fractals/37a.jpg,stimuli/fractals/37c.jpg,stimuli/fractals/37b.jpg,-0.379135853,-0.281827712,-0.343975844,0.193484696,-0.07979193,0.069224277,0.120015121,0.270331642,,,,,j,1.23249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,223,ERP,stimuli/fractals/37a.jpg,-0.379135853,-0.281827712,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2000,,5,OBJ,LURE,,,stimuli/fractals/40b.jpg,0.035254916,0.016648954,stimuli/fractals/40a.jpg,stimuli/fractals/40c.jpg,stimuli/fractals/40b.jpg,0.035254916,0.016648954,0.267990111,0.35069603,-0.322630962,0.008371798,-0.363150626,0.400921832,,,,,f,1.80352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,210,OLP,stimuli/fractals/40a.jpg,0.035254916,0.016648954,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,2000,,5,OBJ,TARGET,,,stimuli/fractals/124c.jpg,-0.21773265,-0.035475832,stimuli/fractals/124c.jpg,stimuli/fractals/124a.jpg,stimuli/fractals/124b.jpg,-0.21773265,-0.035475832,-0.38156572,-0.154469033,-0.332911939,-0.384787185,0.251497143,-0.068928976,,,,,f,2.583795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,224,ERP,stimuli/fractals/124c.jpg,-0.21773265,-0.035475832,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,2000,,5,OBJ,LURE,,,stimuli/fractals/68c.jpg,0.229199422,0.385357305,stimuli/fractals/68a.jpg,stimuli/fractals/68b.jpg,stimuli/fractals/68c.jpg,0.229199422,0.385357305,0.307061204,-0.233162161,0.054873839,0.142367672,-0.330514955,-0.150501645,,,,,j,1.76407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,228,ERP,stimuli/fractals/68a.jpg,0.229199422,0.385357305,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,500,,5,OBJ,LURE,,,stimuli/fractals/120a.jpg,-0.182145057,-0.110261341,stimuli/fractals/120c.jpg,stimuli/fractals/120b.jpg,stimuli/fractals/120a.jpg,-0.182145057,-0.110261341,-0.376719049,0.328126353,-0.106530201,0.180508581,0.277759401,-0.187567217,,,,,f,1.516145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,215,OLP,stimuli/fractals/120c.jpg,-0.182145057,-0.110261341,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,4000,,5,OBJ,FOIL,,,stimuli/fractals/18c.jpg,0.306002393,-0.070877937,,,,,,,,,,,,,,,,f,1.81984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,2000,,5,OBJ,TARGET,,,stimuli/fractals/98a.jpg,-0.355299814,-0.253685816,stimuli/fractals/98a.jpg,stimuli/fractals/98b.jpg,stimuli/fractals/98c.jpg,-0.355299814,-0.253685816,-0.343389312,0.383256364,-0.14966273,-0.198863403,0.089201649,0.046771735,,,,,f,1.62698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,233,ERP,stimuli/fractals/98a.jpg,-0.355299814,-0.253685816,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,nga7QZux,tudomány,igen,igen,2021-02-21_12h42.51.926,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,1000,,5,OBJ,TARGET,,,stimuli/fractals/137a.jpg,0.31721393,0.111385957,stimuli/fractals/137a.jpg,stimuli/fractals/137b.jpg,stimuli/fractals/137c.jpg,0.31721393,0.111385957,0.312086101,-0.244962204,0.128132817,-0.206488117,-0.227133496,0.007494304,,,,,j,1.149605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,220,OLP,stimuli/fractals/137a.jpg,0.31721393,0.111385957,,,,,,,,,,,,,,,,,,,,,,,,,,,
