EncodingTable,RecognitionTable,experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,info_repeat_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,QuestionNr,QuestionGroup,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,Jelszó*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,general_instructions_key.keys,general_instructions_key.rt,loc_instructions_1_key.keys,loc_instructions_1_key.rt,loc_instructions_2_key.keys,loc_instructions_2_key.rt,loc_instructions_2_key_2.keys,loc_instructions_2_key_2.rt,loc_instructions_recognition_3_key.keys,loc_instructions_recognition_3_key.rt,faq_key.keys,faq_key.rt,loc_instructions_practice_key.keys,loc_instructions_practice_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_trial_key.rt,loc_enc_practice.thisRepN,loc_enc_practice.thisTrialN,loc_enc_practice.thisN,loc_enc_practice.thisIndex,loc_enc_practice.ran,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,filler_task_resp.keys,filler_task_resp.corr,filler_task_resp.rt,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,loc_rec_practice.thisRepN,loc_rec_practice.thisTrialN,loc_rec_practice.thisN,loc_rec_practice.thisIndex,loc_rec_practice.ran,LOC_PRACTICE.thisRepN,LOC_PRACTICE.thisTrialN,LOC_PRACTICE.thisN,LOC_PRACTICE.thisIndex,LOC_PRACTICE.ran,end_practice_key.keys,end_practice_key.rt,obj_instructions_1_key.keys,obj_instructions_1_key.rt,obj_instructions_2_key.keys,obj_instructions_2_key.rt,obj_instructions_recognition_3_key.keys,obj_instructions_recognition_3_key.rt,faq_key_2.keys,faq_key_2.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,obj_instructions_practice_key.keys,obj_instructions_practice_key.rt,obj_enc_practice.thisRepN,obj_enc_practice.thisTrialN,obj_enc_practice.thisN,obj_enc_practice.thisIndex,obj_enc_practice.ran,obj_rec_practice.thisRepN,obj_rec_practice.thisTrialN,obj_rec_practice.thisN,obj_rec_practice.thisIndex,obj_rec_practice.ran,OBJ_PRACTICE.thisRepN,OBJ_PRACTICE.thisTrialN,OBJ_PRACTICE.thisN,OBJ_PRACTICE.thisIndex,OBJ_PRACTICE.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,Task,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,enc_full_practice.thisRepN,enc_full_practice.thisTrialN,enc_full_practice.thisN,enc_full_practice.thisIndex,enc_full_practice.ran,rec_full_practice.thisRepN,rec_full_practice.thisTrialN,rec_full_practice.thisN,rec_full_practice.thisIndex,rec_full_practice.ran,full_practce.thisRepN,full_practce.thisTrialN,full_practce.thisN,full_practce.thisIndex,full_practce.ran,start_task_key.keys,start_task_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,comprehension_questions_4.thisRepN,comprehension_questions_4.thisTrialN,comprehension_questions_4.thisN,comprehension_questions_4.thisIndex,comprehension_questions_4.ran,enc_run_end_key.keys,enc_run_end_key.rt,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,run.ran,rec_fx_key.rt,enc_fx_key.rt,inter_task_break_key.keys,inter_task_break_key.rt,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,comprehension_questions_5.thisRepN,comprehension_questions_5.thisTrialN,comprehension_questions_5.thisN,comprehension_questions_5.thisIndex,comprehension_questions_5.ran,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1000,,1,OBJ,TARGET,,,stimuli/fractals/2a.jpg,-0.195067951,0.141350895,stimuli/fractals/2a.jpg,stimuli/fractals/2c.jpg,stimuli/fractals/2b.jpg,-0.195067951,0.141350895,-0.065858484,-0.341070046,-0.004372929,0.394441833,0.360133657,0.126415381,,,,,f,1.04937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,1,42,ERP,stimuli/fractals/2a.jpg,-0.195067951,0.141350895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,j,0,12.61564,,,,,,,6,4,"Mit gondol, ebben a körben milyen arányban tudott figyelni a képekre a Galériaberendezés feladatban? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,k,Köszönjük!,"Kérjük, próbáljon meg a továbbiakban jobban figyelni a képekre. ","Kérjük, próbáljon meg a továbbiakban figyelni a képekre. ",m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,j,0,3.53736,,,,,,,7,4,"Mit gondol, ebben a körben milyen arányban tudott figyelni a képekre a Képfelismerés feladatban? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,k,Köszönjük!,"Kérjük, próbáljon meg a továbbiakban jobban figyelni a képekre. ","Kérjük, próbáljon meg a továbbiakban figyelni a képekre. ",m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6000,1,1,OBJ,OLP,1,5,stimuli/fractals/34b.jpg,-0.084453174,-0.092839678,stimuli/fractals/34b.jpg,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,-0.084453174,-0.092839678,-0.172532773,-0.328107485,-0.238051546,-0.387330977,0.383764906,0.373774641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.821615,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.64721,,,,,,51,3000,1,2,LOC,LLP,1,4,stimuli/fractals/93a.jpg,0.278960302,0.054487914,stimuli/fractals/93a.jpg,stimuli/fractals/93b.jpg,stimuli/fractals/93c.jpg,0.278960302,0.054487914,0.158804315,-0.124154425,0.082447062,0.365720913,-0.333590858,-0.183067016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.588335,,,,,,52,3000,1,2,LOC,LLP,1,1,stimuli/fractals/138a.jpg,-0.381760879,-0.05456288,stimuli/fractals/138a.jpg,stimuli/fractals/138c.jpg,stimuli/fractals/138b.jpg,-0.381760879,-0.05456288,-0.232084247,0.199673525,-0.131096176,-0.290366753,0.224738351,0.285103461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.454705,,,,,,53,500,1,2,LOC,LLP,1,6,stimuli/fractals/78c.jpg,0.147575156,0.119776376,stimuli/fractals/78c.jpg,stimuli/fractals/78b.jpg,stimuli/fractals/78a.jpg,0.147575156,0.119776376,0.284787713,0.361135493,-0.026436806,-0.206288705,-0.366479212,-0.017773607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.44625,,,,,,54,1000,1,2,LOC,LLP,2,0,stimuli/fractals/138a.jpg,-0.232084247,0.199673525,stimuli/fractals/138a.jpg,stimuli/fractals/138c.jpg,stimuli/fractals/138b.jpg,-0.381760879,-0.05456288,-0.232084247,0.199673525,-0.131096176,-0.290366753,0.224738351,0.285103461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.532045,,,,,,55,1000,1,2,LOC,ERP,1,2,stimuli/fractals/150c.jpg,0.269551888,0.1455597,stimuli/fractals/150c.jpg,stimuli/fractals/150b.jpg,stimuli/fractals/150a.jpg,0.269551888,0.1455597,0.021744465,-0.041217524,-0.008106374,0.045360553,-0.385319282,0.328317062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,1.81876,,,,,,56,1000,1,2,LOC,LLP,2,0,stimuli/fractals/93a.jpg,0.158804315,-0.124154425,stimuli/fractals/93a.jpg,stimuli/fractals/93b.jpg,stimuli/fractals/93c.jpg,0.278960302,0.054487914,0.158804315,-0.124154425,0.082447062,0.365720913,-0.333590858,-0.183067016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,c,1.20118,,,,,,57,500,1,2,LOC,LLP,1,6,stimuli/fractals/27a.jpg,-0.316096282,0.257229887,stimuli/fractals/27a.jpg,stimuli/fractals/27b.jpg,stimuli/fractals/27c.jpg,-0.316096282,0.257229887,-0.103314574,-0.100359807,-0.156287337,0.311346217,0.342231204,0.282272146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.69645,,,,,,58,2000,1,2,LOC,ERP,2,0,stimuli/fractals/150c.jpg,0.269551888,0.1455597,stimuli/fractals/150c.jpg,stimuli/fractals/150b.jpg,stimuli/fractals/150a.jpg,0.269551888,0.1455597,0.021744465,-0.041217524,-0.008106374,0.045360553,-0.385319282,0.328317062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.901745,,,,,,59,500,1,2,LOC,LLP,1,5,stimuli/fractals/108b.jpg,-0.112508375,0.3885731,stimuli/fractals/108b.jpg,stimuli/fractals/108a.jpg,stimuli/fractals/108c.jpg,-0.112508375,0.3885731,-0.28845387,0.033186283,-0.06704436,-0.122466295,0.285456908,-0.178902226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,c,1.687415,,,,,,60,6000,1,2,LOC,LLP,2,0,stimuli/fractals/78c.jpg,0.284787713,0.361135493,stimuli/fractals/78c.jpg,stimuli/fractals/78b.jpg,stimuli/fractals/78a.jpg,0.147575156,0.119776376,0.284787713,0.361135493,-0.026436806,-0.206288705,-0.366479212,-0.017773607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,c,1.00323,,,,,,61,8000,1,2,LOC,LLP,1,1,stimuli/fractals/100c.jpg,0.304045613,-0.092876626,stimuli/fractals/100c.jpg,stimuli/fractals/100b.jpg,stimuli/fractals/100a.jpg,0.304045613,-0.092876626,0.36708627,0.228673904,0.091632819,-0.017735167,-0.213368341,-0.021157683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,1.77422,,,,,,62,7000,1,2,LOC,ERP,1,3,stimuli/fractals/96b.jpg,-0.387670224,0.137944701,stimuli/fractals/96b.jpg,stimuli/fractals/96c.jpg,stimuli/fractals/96a.jpg,-0.387670224,0.137944701,-0.222148717,0.351763225,-0.090160616,-0.206927469,0.037105348,-0.350660035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,c,1.32619,,,,,,63,1000,1,2,LOC,LLP,2,0,stimuli/fractals/100c.jpg,0.36708627,0.228673904,stimuli/fractals/100c.jpg,stimuli/fractals/100b.jpg,stimuli/fractals/100a.jpg,0.304045613,-0.092876626,0.36708627,0.228673904,0.091632819,-0.017735167,-0.213368341,-0.021157683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,1.248585,,,,,,64,4000,1,2,LOC,LLP,2,0,stimuli/fractals/27a.jpg,-0.103314574,-0.100359807,stimuli/fractals/27a.jpg,stimuli/fractals/27b.jpg,stimuli/fractals/27c.jpg,-0.316096282,0.257229887,-0.103314574,-0.100359807,-0.156287337,0.311346217,0.342231204,0.282272146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,c,1.622775,,,,,,65,2000,1,2,LOC,LLP,2,0,stimuli/fractals/108b.jpg,-0.28845387,0.033186283,stimuli/fractals/108b.jpg,stimuli/fractals/108a.jpg,stimuli/fractals/108c.jpg,-0.112508375,0.3885731,-0.28845387,0.033186283,-0.06704436,-0.122466295,0.285456908,-0.178902226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,c,1.299685,,,,,,66,4000,1,2,LOC,ERP,2,0,stimuli/fractals/96b.jpg,-0.387670224,0.137944701,stimuli/fractals/96b.jpg,stimuli/fractals/96c.jpg,stimuli/fractals/96a.jpg,-0.387670224,0.137944701,-0.222148717,0.351763225,-0.090160616,-0.206927469,0.037105348,-0.350660035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,c,1.51958,,,,,,67,1000,1,2,LOC,LLP,1,6,stimuli/fractals/64c.jpg,-0.190503536,0.135690696,stimuli/fractals/64c.jpg,stimuli/fractals/64a.jpg,stimuli/fractals/64b.jpg,-0.190503536,0.135690696,-0.326831141,-0.240896669,-0.102765531,-0.157616798,0.230853324,-0.325118647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,1.029615,,,,,,68,3000,1,2,LOC,BL,0,0,stimuli/fractals/141a.jpg,0.037464377,-0.381293443,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,0.037464377,-0.381293443,-0.261269744,-0.341965949,-0.019179253,0.208287433,0.355714286,0.388375852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,0.861855,,,,,,69,1000,1,2,LOC,BL,0,0,stimuli/fractals/141a.jpg,0.037464377,-0.381293443,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,0.037464377,-0.381293443,-0.261269744,-0.341965949,-0.019179253,0.208287433,0.355714286,0.388375852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,c,1.20269,,,,,,70,1000,1,2,LOC,ERP,1,4,stimuli/fractals/77c.jpg,0.104527035,0.294164604,stimuli/fractals/77c.jpg,stimuli/fractals/77a.jpg,stimuli/fractals/77b.jpg,0.104527035,0.294164604,0.308593714,0.017475032,-0.175804448,0.039276544,-0.322374252,-0.001104857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,1.42106,,,,,,71,500,1,2,LOC,LLP,1,5,stimuli/fractals/160c.jpg,-0.093999246,-0.302712177,stimuli/fractals/160c.jpg,stimuli/fractals/160a.jpg,stimuli/fractals/160b.jpg,-0.093999246,-0.302712177,-0.261808106,-0.414196656,0.14781719,0.114540055,0.18528805,0.377959775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,c,1.439395,,,,,,72,7000,1,2,LOC,ERP,1,3,stimuli/fractals/10c.jpg,-0.319756539,0.127094126,stimuli/fractals/10c.jpg,stimuli/fractals/10b.jpg,stimuli/fractals/10a.jpg,-0.319756539,0.127094126,-0.379465656,-0.412462834,-0.019690934,-0.099859916,0.191878394,0.005417923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,c,0.660565,,,,,,73,4000,1,2,LOC,LLP,1,6,stimuli/fractals/97b.jpg,-0.291210827,-0.05096259,stimuli/fractals/97b.jpg,stimuli/fractals/97a.jpg,stimuli/fractals/97c.jpg,-0.291210827,-0.05096259,-0.366261463,0.274981015,-0.02882343,0.374185568,0.141837553,-0.379264295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,1.33192,,,,,,74,2000,1,2,LOC,LLP,2,0,stimuli/fractals/64c.jpg,-0.326831141,-0.240896669,stimuli/fractals/64c.jpg,stimuli/fractals/64a.jpg,stimuli/fractals/64b.jpg,-0.190503536,0.135690696,-0.326831141,-0.240896669,-0.102765531,-0.157616798,0.230853324,-0.325118647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m4e6sQTz,tudomány,igen,igen,2021-02-21_18h13.21.562,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,m,1.242285,,,,,,75,2000,1,2,LOC,ERP,2,0,stimuli/fractals/77c.jpg,0.104527035,0.294164604,stimuli/fractals/77c.jpg,stimuli/fractals/77a.jpg,stimuli/fractals/77b.jpg,0.104527035,0.294164604,0.308593714,0.017475032,-0.175804448,0.039276544,-0.322374252,-0.001104857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
